19301	64
17564	148
18534	0
18885	0
17904	64
17474	100
19364	109
18006	98
19360	56
17922	5
19025	56
18890	0
19218	64
17516	133
19368	98
18115	124
17522	1
17853	99
18289	0
17471	2
17561	123
18800	0
18223	18
18670	0
17563	56
17518	55
18267	98
17644	51
18129	56
18182	132
17578	54
18419	0
18916	0
18944	115
17460	61
17729	103
17559	75
19288	98
17693	56
18438	0
17476	2
17492	55
18973	56
17855	120
19393	56
17668	56
17754	30
18123	82
17980	56
17523	16
17542	103
17743	55
18335	0
19416	56
19362	98
19277	99
18902	0
17817	98
18380	0
19175	98
19372	56
17463	99
17489	56
19253	99
19362	19
18334	0
17716	106
18347	0
19422	109
18314	0
17778	64
17979	106
17452	61
17745	110
17983	2
18543	0
18111	16
18741	0
17462	67
17906	162
17652	98
17793	64
17573	121
17715	99
18794	0
19017	74
18395	0
17783	55
17472	0
17727	64
19115	56
17853	7
17440	56
17914	56
17895	56
18684	0
17844	56
17581	7
17960	5
18538	0
18161	99
18062	99
18788	0
19131	56
18315	55
18428	0
18076	56
17745	5
19201	98
19200	64
19199	99
17952	19
17460	109
17753	0
17746	64
18041	106
17535	53
18021	71
18958	56
17858	146
17569	2
17944	1
17551	2
19201	99
17697	8
17524	4
18305	55
17524	99
18828	42
19363	99
17465	68
19210	56
18140	46
17950	20
18812	56
17944	112
18066	103
17444	56
19356	56
17502	78
17472	55
19355	98
17523	59
17854	99
17475	122
18508	0
17697	83
18864	0
17457	56
18646	0
18367	0
17487	52
17557	148
18820	42
17550	56
17537	109
18130	0
17501	51
17531	109
17528	5
18115	15
18345	0
18094	56
17512	51
18562	0
19292	64
17478	55
17924	61
18003	132
17657	2
18280	175
17794	65
17695	98
17723	55
18502	0
19331	98
17469	70
18903	0
18714	0
17510	57
19435	56
18155	56
18774	0
17475	56
17825	155
19275	98
17702	128
18006	99
18736	0
17821	99
19204	55
18592	0
17997	55
18936	20
17535	1
17489	55
18950	56
17781	56
17853	5
17490	99
18245	103
18296	0
18748	0
17976	98
18155	115
17535	51
17530	55
17903	56
17498	111
19322	99
17825	110
18179	103
17488	99
17578	56
17589	56
18717	0
18133	67
17531	51
17608	99
17521	25
19260	99
17513	56
17553	102
17936	111
18277	65
18449	0
17523	111
17669	106
17523	109
18391	0
18796	0
17566	65
17988	56
17570	136
17850	98
18310	0
19009	55
18685	0
18158	2
17539	2
17700	103
18625	0
18849	0
17829	55
17531	53
17766	99
19072	0
17685	56
17498	57
17967	52
18662	0
18157	52
18350	0
18067	56
18043	56
19365	64
18257	51
19083	98
19327	99
18157	98
18686	0
18257	61
17644	120
17817	56
17531	57
17602	56
19179	56
19020	123
19360	55
18183	51
18994	56
18914	0
17637	55
17568	108
17646	107
17557	2
18431	0
17537	65
19192	99
18668	0
17712	56
17754	55
17812	91
17907	1
19096	177
19016	56
19369	98
19029	55
18618	0
17843	65
17690	151
18508	55
18004	43
17452	105
17493	100
17508	55
18928	0
19060	64
17498	4
18181	103
18700	0
17799	2
17895	55
19195	109
17917	72
18155	1
17496	65
18536	0
17773	99
17813	99
18351	0
19198	99
18878	0
17781	19
17860	112
17853	55
19184	99
17535	56
17726	56
19092	56
19213	56
19357	19
17505	2
19079	55
17831	54
18095	55
17924	103
17526	55
17602	99
17572	55
17723	1
17811	2
19006	55
17529	5
19215	98
17976	112
18215	135
18556	0
17529	55
17713	65
17976	52
18567	0
19017	123
19305	64
17781	6
17564	99
18064	91
17811	56
18729	0
17475	61
19082	61
17708	63
18246	49
19066	0
17596	110
17572	56
17604	130
17479	100
19066	55
17898	99
18854	0
17665	98
19148	56
17467	115
17531	111
18483	0
17522	51
19414	56
18268	55
18730	0
19188	64
19362	99
18856	0
17745	111
17503	112
18323	0
17792	63
17947	41
17639	56
18706	0
19209	98
19197	109
19103	56
18337	0
18624	0
17571	109
17853	112
18234	43
18249	56
17535	57
17973	57
19139	56
19215	99
17503	102
17642	84
19321	99
17565	62
17941	56
17446	100
17517	112
17638	56
19439	56
19230	2
17892	25
18123	124
17539	56
18766	0
17480	51
17486	112
17598	78
19280	98
18277	109
18358	0
17816	98
17590	51
18189	56
18410	0
19180	99
17459	64
17500	109
19269	98
19323	98
18977	56
18273	56
18423	0
17970	98
18778	0
18993	56
18426	0
17523	57
19135	56
19383	56
17459	99
17470	99
19396	56
19278	109
18262	64
17727	99
17540	78
18179	61
19134	56
18956	56
18040	62
17446	55
19375	56
17481	75
17843	51
18979	56
17580	152
19382	56
17898	64
17545	99
18830	56
18214	52
18763	0
17573	58
17557	98
17524	5
17840	56
17940	108
17931	103
18401	0
17992	99
17947	56
17498	112
18191	55
17973	51
18123	52
17768	56
17738	100
17545	7
17947	83
18202	56
17939	56
18307	55
19124	56
18046	5
18354	0
17699	83
18122	56
17839	120
18120	15
17986	109
17470	98
18084	56
17669	146
18112	56
19033	103
18829	56
19147	56
18065	1
17806	13
17806	128
17863	55
18157	56
18209	123
18034	55
19025	98
18130	154
17981	55
17583	56
18699	0
18071	56
18476	0
17975	56
18522	0
19010	123
18062	64
18747	0
19379	56
19084	98
17682	56
17765	53
17929	0
17969	167
19070	55
19281	64
18422	0
17576	56
17452	56
17475	118
18259	98
19241	19
19110	74
18083	112
17999	42
17468	118
19301	99
19338	99
18267	64
17882	61
17812	98
19151	56
17460	98
19310	111
19199	64
17752	7
18281	51
17867	74
17679	2
19082	51
17998	55
17871	56
17682	128
17993	55
18164	56
18936	99
18749	0
18369	0
17557	57
17782	56
17688	55
19317	99
17751	55
17573	4
17841	122
18394	0
17540	112
17961	64
17521	67
17853	98
17477	112
19346	64
18000	120
17609	99
17500	64
19441	56
17598	19
18171	123
17724	89
17598	79
17898	98
17535	99
19313	64
18703	0
18510	0
18638	0
17503	2
17792	74
18824	42
18473	0
17571	65
18231	9
17830	55
18326	0
17777	159
17959	98
17649	64
17448	56
18157	99
18758	0
18900	0
18317	0
18549	0
17773	51
18408	0
18176	92
18816	55
18144	99
17853	66
18222	52
18303	0
18117	167
17919	56
19071	0
17860	54
18734	0
17552	56
18517	0
17519	123
17472	100
18528	0
19306	99
17739	55
18667	0
18781	0
18731	0
18649	0
18178	171
17539	1
17578	99
18372	0
17795	56
17732	55
17970	51
17916	61
17863	99
18096	51
17492	111
18442	0
18568	0
18019	103
18027	103
17863	5
17502	126
18115	60
17972	100
17480	2
17525	98
17995	55
17860	2
17821	19
18355	0
18061	61
18159	51
17472	56
18874	0
17889	67
17585	70
19392	99
17931	61
17540	65
17742	56
17503	65
18537	0
18018	56
19287	99
17477	2
17454	62
17522	5
17546	135
17813	65
18532	0
17525	110
17477	129
17959	20
19237	109
18492	0
18652	0
17521	51
18396	0
17684	112
17551	100
18270	64
18160	64
17556	56
17648	98
17598	67
17807	56
19303	98
17502	11
18663	0
17696	33
17452	60
17880	56
18735	0
19333	64
17972	51
17771	55
18795	0
17934	0
17562	55
18963	56
18563	0
18457	0
18119	56
18485	0
17727	0
17843	109
18051	56
17619	122
18819	42
19286	0
17598	121
18693	0
18060	74
18031	56
17863	64
17515	112
17625	63
18674	0
19107	56
19364	99
17503	66
18503	0
19263	74
19319	98
19290	64
17794	98
18005	4
18163	98
17766	14
17592	67
17723	54
17915	2
17889	2
18178	37
17471	56
17573	56
17523	110
19069	0
18507	0
17573	65
17535	102
18270	99
19427	56
17853	51
17913	82
17461	102
19428	56
18339	0
17515	100
18600	0
17463	56
17540	58
17798	56
18066	51
17777	150
17853	2
17493	52
17797	56
19096	118
18010	55
17838	55
17502	23
18444	0
18311	0
19310	112
17651	55
17738	147
17843	7
17659	56
18190	96
17920	56
17541	106
18433	0
18077	56
18127	109
19156	56
17512	56
17638	55
19117	56
18144	130
19299	109
17451	59
18227	9
17876	98
18290	55
19028	56
17726	112
17784	102
17847	2
18029	169
17925	54
19353	99
19337	99
17521	19
17863	65
18732	0
18761	0
19186	99
17766	55
19037	109
19089	99
18042	56
18996	56
17730	56
17568	82
17712	55
18105	56
18755	0
18111	33
18935	0
18833	0
17665	55
19304	64
19083	99
18544	0
17499	63
17546	72
17904	99
17468	98
18611	0
18772	0
17768	55
19310	56
17745	112
19325	99
18343	0
18893	0
18226	9
18461	0
17822	56
19040	129
19349	109
17564	67
17985	122
18283	122
17680	87
18073	0
19267	64
17575	151
19226	98
17600	79
18905	0
19019	2
17455	55
18500	0
18730	99
18379	55
17881	51
19296	64
18100	56
19062	0
18527	0
17760	56
17782	74
18937	122
18041	52
17860	52
17473	119
17769	98
18478	0
19411	56
18285	98
17755	56
17553	56
18188	20
17682	55
17507	99
18575	0
17578	111
18219	103
17662	61
17462	55
17690	150
18096	103
17793	90
18974	56
18144	98
18001	55
19146	56
17516	56
17525	55
18547	55
19067	55
17882	18
17770	56
17792	56
17446	98
18835	0
18561	0
19178	56
18185	98
17745	1
19347	99
18131	123
17918	1
19071	55
18822	56
17549	146
17803	99
18863	0
18526	0
18354	55
17792	146
17604	67
17578	110
19342	56
17510	56
17634	55
19381	56
17502	99
18174	33
18768	0
17754	100
17452	5
19426	109
19181	99
17522	112
18029	98
19376	2
17711	56
17708	74
17944	65
17997	42
17723	111
17668	27
17477	13
18436	0
19417	109
18277	56
17843	56
17877	99
18024	56
18293	0
17657	86
17592	56
17861	99
17944	111
18644	0
18983	56
17497	109
18651	0
19300	109
17559	2
18348	0
17508	99
17944	57
17843	55
17684	67
19056	56
17503	111
17752	110
18764	0
17492	112
17602	65
17729	51
17511	56
18069	56
17455	99
18995	56
18775	0
18951	56
17539	100
17480	127
18474	0
18790	0
19235	99
19222	64
18180	103
17993	20
17986	65
17896	56
17553	1
18634	0
17478	56
18342	0
18673	0
18899	0
19045	109
18865	0
18417	0
18368	0
17867	55
17893	15
19002	56
17537	112
19280	99
19331	64
17926	2
18377	0
18913	0
17866	51
18218	56
17474	65
17469	55
18015	56
18414	0
17714	31
17442	99
18751	0
18099	103
19003	176
18724	0
18036	55
18044	103
17474	2
19398	56
17781	160
17731	72
18009	56
18599	0
17738	106
17535	5
17475	11
17471	4
17477	15
17990	56
18105	123
18806	0
17459	108
19298	64
17587	33
17643	98
18138	106
17984	56
17880	123
17545	56
18017	56
17568	76
19339	99
19336	99
17609	53
17785	52
18635	0
18362	0
17723	112
17461	100
19074	0
17698	102
17557	56
17531	65
17964	56
18168	64
18053	55
19174	1
17511	98
17832	98
18172	106
17693	157
17607	9
17578	100
19384	56
18194	123
17581	100
17743	25
18061	51
17540	6
17517	51
17531	5
17962	109
17919	19
18852	0
17788	84
19424	98
19436	109
17978	2
18094	55
17533	99
19114	74
17689	88
17517	5
18886	0
17583	98
19008	0
18247	56
19347	109
17471	98
17725	55
17457	99
18738	0
19129	56
17629	56
17567	65
17822	98
17701	37
17503	98
18172	56
18121	94
19206	56
17786	56
17724	130
19224	98
17491	57
18392	0
17604	98
17535	0
18496	0
17529	2
17527	55
17920	123
17774	54
18155	19
18304	55
19083	109
19229	98
19248	99
18208	75
17842	56
17666	56
17498	56
17853	110
17989	55
17562	122
17446	5
17500	77
19243	56
17530	56
17457	106
17866	103
17462	4
17543	51
17566	56
17501	110
19072	55
17884	56
17440	58
18240	56
17753	56
18479	0
18102	56
19338	64
18811	19
17944	19
17491	51
17581	98
17765	99
18118	38
18221	52
17608	106
17522	57
18159	98
17892	4
17981	42
17818	55
18155	107
17809	57
17952	98
17795	51
18146	0
19207	64
17557	55
17863	57
17492	100
18114	56
17757	102
18420	0
17600	25
18441	0
19208	19
17581	55
18412	0
17941	55
19173	2
19187	56
17604	70
17570	56
17899	55
19197	99
19228	99
19374	56
17848	107
17475	124
18876	0
18636	0
18460	0
17554	56
17551	147
19190	98
18464	0
17546	55
17843	111
18603	0
19037	98
18081	98
17544	55
17866	55
19256	98
19379	19
17967	124
19276	56
17864	56
19258	56
17503	1
17471	99
17647	103
17709	56
17557	99
18984	56
19238	109
17862	54
19053	0
18511	0
17765	54
19361	99
18901	0
18159	57
17490	112
17680	61
19006	56
18243	0
19328	64
18780	0
19387	56
17562	2
18301	55
19084	99
17446	101
17741	55
18825	55
17488	57
18889	0
17778	99
17461	98
17919	98
17936	112
17758	0
17723	98
17853	56
17469	99
18688	0
17972	56
17566	99
17981	56
17652	56
17475	121
17489	99
17576	98
17446	2
17747	56
19027	56
17528	99
18267	109
17967	56
19255	2
17966	106
18910	0
17559	127
17793	98
17490	54
17541	56
18268	56
17863	112
19295	64
17476	127
17497	20
18542	0
17539	112
17514	55
17472	54
18844	0
19388	56
17537	2
17629	53
17707	51
17509	2
17503	54
17576	55
17643	56
17542	56
17860	122
17854	65
19043	51
17494	51
17881	110
17686	0
17976	20
17474	55
18939	99
17963	55
17440	51
18308	55
17528	56
17703	132
18231	141
17787	109
17461	2
18577	0
19215	109
17960	103
19209	99
18124	110
18062	65
17765	100
17843	5
19270	56
18046	4
17668	54
18840	0
18465	0
17536	51
17512	65
17783	56
17531	1
18185	64
18020	56
18107	56
18132	56
17848	106
18803	0
17472	112
18619	0
17988	55
18397	0
18869	0
17745	57
18150	45
17515	110
17637	56
17808	2
18971	56
18232	9
19045	99
17987	55
18482	0
19409	56
18690	0
18388	0
18064	129
17475	125
19102	56
17676	64
19199	109
18192	51
17539	137
17497	64
18205	19
19312	109
17464	99
19004	64
17497	99
17959	99
18000	56
18255	99
19290	109
19261	56
19242	64
19063	0
17768	64
18213	103
18206	6
18181	51
18965	56
18080	56
17459	65
18110	146
18721	0
19181	109
19430	56
18961	56
18777	0
17535	145
19362	64
17477	111
17487	124
18694	0
18931	0
17518	111
17855	106
17476	12
17998	42
18406	0
17871	63
18308	0
18144	106
18571	55
18564	0
17940	81
17995	106
17700	61
17845	99
18959	56
18052	51
17749	22
17960	2
18014	56
17525	99
17490	100
17475	71
19406	56
18074	2
18582	0
18943	107
17763	56
17955	57
17666	74
17514	2
18981	56
17846	65
18265	56
19352	109
19377	65
17934	55
17996	56
17843	112
18552	0
17753	36
18506	0
17865	56
19025	99
17493	108
18823	56
17460	7
17643	55
18384	0
18632	0
17513	98
19168	56
19297	56
19407	56
17535	64
17651	56
18260	18
18676	0
17976	65
19143	56
17563	99
17944	98
18656	0
17593	107
19413	56
18175	98
17890	57
17753	143
18801	0
17877	20
18148	56
18425	0
17843	57
18038	103
17525	64
18068	39
17622	110
17507	98
17446	102
17567	99
18156	19
18207	16
18555	0
17674	54
19193	56
17577	16
18264	56
17623	65
17585	56
18117	110
17810	56
17461	56
19271	99
17442	56
18683	0
17645	56
19338	109
17518	53
18190	103
17521	100
17459	98
17812	99
17944	99
18327	0
19257	109
17669	107
18295	55
17753	99
17660	123
17523	102
17684	74
18868	0
17569	31
17970	57
17513	64
17863	2
17859	56
17487	19
18607	0
17507	19
17999	56
17555	2
17784	56
17537	98
18266	61
18521	0
17848	56
17517	99
17474	51
18553	0
18083	52
18302	0
17460	54
18064	18
17912	56
18165	68
17740	54
19420	109
17502	2
19097	51
17869	56
17464	56
18622	0
19377	99
17676	56
18088	56
17472	71
18083	1
18120	42
18733	0
18155	121
18855	0
17541	5
19046	103
17775	55
17603	56
17765	56
17443	56
17667	56
19035	0
19194	56
17531	56
18948	56
19155	56
19132	56
17899	150
17708	98
